repr	class	index	pos	pwn31	dbpedia	comment	wikidata	he_wiki	context	register	dating	frequency	babelnet	other	en_wiktionary
kA_baQi!t	noun	0	noun	03350333-n	Fire_engine										
kA_baQu!t	noun	0	noun		Firefighting										
kA_bi!r	noun	0	adjective	01388189-s											
kacA!l	verb	0	verb	01904401-v											
kace!r	noun	0	adjective	00429141-s											
kace!r	noun	0	beynoni	01886153-s											
kaci!r	noun	0	adjective	01917434-a											
kAcru!t	noun	0	noun		Kashrut										
kA_cura!H	fixed	0	adverb	00015933-r											
kA!d	noun	0	noun	03608935-n	Jug										
kA_Da!t	fixed	0	adverb	00365014-r											
kA_Da!t w3xA_Di!n	fixed	0	adverb	00365014-r											
kA_Di!n	fixed	0	adverb	00253289-r											
kA_Do!rEt	noun	0	noun	00462843-n											
kA_Du!r	noun	0	noun	02781674-n											
kA_Du!r	noun	0	noun		Ball_(rhythmic_gymnastics)										
kA_Du!r	noun	0	noun	02919696-n											
kA_Du!r	noun	0	noun	13922097-n											
kA_Du!r	noun	0	noun	02782458-n											
kA_Du!r	noun	0	noun	03942844-n											
kA_Dur3Ra!f	noun	0	noun	00481222-n											
kA_Dur3Rafa!n	noun	0	noun	10778715-n											
kA_Dur3sA_la!n	noun	0	noun	09861435-n											
kA_Dur3yada!n	noun	0	noun												handball_player-noun
kA_DurAgla!n	noun	0	noun	10637858-n	Football_player										
kA_Du!r b3do!lAj	noun	0	noun	03147782-n											
kA_Du!r cE!lEg	noun	0	noun	04258670-n											
kA_DurE!gEl	noun	0	noun	00479273-n	Association_football										
kA_Duregela!n	noun	0	noun	10637858-n											
kA_Du!r haQa!rEZ	noun	0	noun	09293800-n	Earth										
kA_Duri!	noun	0	adjective	02048649-s											
kA_Du!r pWre!jÁ	noun	0	noun	03547103-n	Balloon_(aeronautics)										
kA_Du!r s3ra!q	noun	0	noun	02852159-n											
kA_DursA!l	noun	0	noun	00482004-n											
kA_DursA!l	noun	0	noun	02805592-n											
kA_Du!r TWta!j	noun	0	noun	02954379-n											
kA_Durya!d	noun	0	noun	00480451-n											
kA!f	noun	0	noun	13792309-n	Spoon										
kA!f	noun	0	noun	04291140-n											
kafA!f	verb	0	verb	02512195-v											
kafa!H	verb	0	verb	02510211-v											
kafa!H	verb	0	verb	02512195-v											
kafA!l	verb	0	verb	00643334-v											
kafa!n	noun	0	noun	14063016-n											
kafA!r	verb	0	verb	00818217-v											
kafA!r	verb			00760087-v											
kafA!t	verb	0	verb	01289516-v											
kafi!f	noun	0	adjective	01025983-s											
kafi!f	noun	0	adjective	01025983-s											
kafi!l	noun	0	noun	10686285-n	Body_double										
kafi!l	noun	0	noun	10046971-n											
kafI!_yaH	noun	0	noun		Keffiyeh										
kA!f rE!gEl	noun	0	noun	05584821-n											
kAfri!	noun	0	adjective	02057872-a											
kAfri!	noun	0	adjective	02801550-a											
kAfTW!r	noun	0	noun	02931992-n											
kAfTW!r	noun	0	noun	04033499-n											
kafu!l	noun	0	adjective	02225486-s											
kafu!l	noun	0	adjective	02225139-s											
kafu!l	noun	0	adjective	02224928-s											
kafu!y	noun	0	adjective	02531946-s											
kA!f ya!d	noun	0	noun	05573329-n											
kaha!H	verb	0	verb	00313162-v											
kAhálaxa!H	fixed	0	adverb	00197608-r											
kAháni!s7	noun	0	noun												Kahanist-noun
kAháni!zm	noun	0	noun		Kahanism										
kAho!gEn	fixed	0	adverb	00032295-r											
kAho!gEn	fixed	0	adverb	00197608-r											
kajA!c	verb	0	verb	00045548-v											
kajo!l	noun	0	noun	04976072-n	Blue										
kaju!c	noun	0	adjective	00992194-s											
kA_la!H	noun	0	noun	09894084-n											
kA_la!H	noun	0	noun	10012578-n											
kA_la!H	noun	0	noun	09894191-n											
kalA!l	verb	0	verb	00184024-v											
kalA!l	verb			00686739-v											
kalA!l	verb			02639021-v											
kA_lani!t	noun	0	noun	11745484-n											
kA_lA!Ny	noun	0	noun	10786822-n											
kala!Q	verb	0	verb	02500005-v											
kala!Q	verb	0	verb	02500005-v											
kala!Q	verb			02501685-v											
kala!Q	verb			02501466-v											
kAlbi!	noun	0	adjective	02688440-a											
kAlbi!	noun	0	adjective	00965097-s											
kA_lE!vEt	noun	0	noun	14295169-n	Rabies										
kAlk3la!n	noun	0	noun	10063451-n											
kAlk3la!n	noun	0	noun	10063451-n	Economist										
kAlkala!H	noun	0	noun	06158935-n	Economics										
kAlkali!	noun	0	adjective	02587892-s											
kAlkali!	noun	0	adjective	02727341-a											
kAlkali!	noun	0	adjective	02727475-a											
kAlkali!t	fixed	0	adverb	00132206-r											
kAlkali!t	fixed	0	adverb	00208454-r											
kalu!l	noun	0	adjective	01662695-s											
kamA!c	verb	0	verb	00242575-v											
kamA!h	verb	0	verb	01832347-v											
kamA!s	verb	0	verb	02149298-v											
kA_ma!t	noun	0	noun	06313371-n											
kA_ma!t	noun	0	noun	06313532-n											
kame!hÁ	noun	0	adjective	07501768-n											
kamu!s	noun	0	adjective	02097082-s											
kA_mu!t	noun	0	noun	00033914-n											
kA_muti!	noun	0	adjective	01921311-a											
kA_muti!	noun	0	adjective	02988743-a											
kA!n	noun	0	noun	02800851-n											
kana!f	noun	0	noun	03332786-n											
kana!f	noun	0	noun	02154277-n	Wing										
kana!f	noun	0	noun	04600068-n											
kana!f	noun	0	noun	07664158-n											
kA_na!r	noun	0	noun	10774246-n	Violinist										
kA_nari!t	noun	0	noun	01535980-n											
kani!RÁ	noun	0	adjective										13620686a		
kA_nIrQE!H	fixed	0	adverb	00139421-r											
ka!Nn	fixed	0	adverb	00109247-r											
kanu!RÁ	noun	0	adjective	00792376-a											
kA_pa!H	noun	0	noun	02442560-n											
kA_para!H	noun	0	noun	00095941-n											
kA_pA!yIm	noun	0	noun	06704734-n											
kA_pi!t	noun	0	noun	13792869-n											
kA_pi!t	noun	0	noun	04405823-n											
kaQA!v	verb	0	verb	00064841-v											
kaQA!v	verb			02125976-v											
kaQu!v	noun	0	adjective	01812324-s											
kaQW!7i	noun	0	adjective	02399137-s											
kaQW!7i	noun	0	adjective	01673760-s											
ka!QWs	noun	0	noun	09580899-n											
kA!r	noun	0	noun	08588163-n											
kA!r	noun	0	noun	03944520-n											
kAr7E!sEt	noun	0	noun	02966738-n											
kAr7i!s	noun	0	noun	06530710-n											
kAr7i!s 7isa!H	noun	0	noun	06531244-n	Airline_ticket										
kAr7isa!n	noun	0	noun	09972531-n											
kAr7i!s b3raxa!H	noun	0	noun	06639957-n											
kAr7i!s bI_qu!r	noun	0	noun	06437074-n											
kAr7isI_ya!H	noun	0	noun	06531068-n											
kAr7i!s manu!y	noun	0	noun	06531068-n											
kAr7i!s QAcrA!Ny	noun	0	noun	13397185-n											
karagi!l	fixed	0	adverb	00107831-r											
kara!H	verb	0	verb	01165936-v											
karaQu!y	fixed	0	adverb	00197608-r											
karA!R	verb	0	verb	01548096-v											
karA!R	verb			01548431-v											
kA!RAs	noun	0	noun	14060021-n	Anger										
kARásani!	noun	0	adjective	01139414-s											
karA!t	verb	0	verb	01257256-v											
karA!t	verb	0	verb	01257256-v											
karA!x	verb	0	verb	01338486-v											
karA!x	verb			01525056-v											
kA!RAx	noun	0	noun	07709470-n	Bagel										
kArbo!lEt	noun	0	noun	01794896-n	Comb_(anatomy)										
karE!gAR	fixed	0	adverb	00049758-r											
karE!sEt	noun	0	noun	14081310-n											
kaRe!t	fixed	0	adverb	00049758-r											
kaRe!t	fixed	0	adverb	00049013-r											
kari!c	noun	0	noun	10606082-n											
kari!c	noun	0	noun	01484971-n	Carcharhinus										
kari!t	noun	0	noun	03156166-n											
kari!t	noun	0	noun	03944520-n	Pillow										
kari!t Qáwi!r	noun	0	noun	02688224-n											
kari!x	noun	0	noun	07711710-n	Sandwich										
karizma!7i	noun	0	adjective	00168339-s											
kari!zmaH	noun	0	noun	04693886-n	Charisma										
kArko!m	noun	0	noun	12436928-n											
kArpA!s	noun	0	noun		Apium										
kaRu!r	noun	0	adjective	00222548-a											
kaRu!s	noun	0	adjective	00114629-a											
karu!t	noun	0	adjective	00666763-s											
karW!z	noun	0	noun	10190891-n	Herald										
karW!z	noun	0	noun	09814775-n											
kA_sE!fEt	noun	0	noun	04132122-n	Safe										
kAspa!r	noun	0	noun	10718466-n											
kAspi!	noun	0	adjective	02858779-a											
kAspi!	noun	0	adjective	00301898-s											
kAspi!t	noun	0	noun	14669524-n	Mercury_(element)										
kAspi!t	fixed	0	adverb										13689837r 		
kAspWma!7	noun	0	noun	02980517-n	Automated_teller_machine										
kasu!f	noun	0	adjective	00388453-s											
kA!t	noun	0	noun	08168236-n	Cult										
katA!c	verb	0	verb	00332964-v											
katA!c	verb			00332324-v											
katA!v	verb	0	verb	00995046-v											
katA!v	verb	0	verb	00995046-v											
katA!v	verb	0	verb	01702148-v											
katA!v	verb	0	verb	01694952-v											
katA!v	verb	0	verb	01009072-v											
katA!v	verb			01708311-v											
katA!v	verb			01000931-v											
katA!v	verb			01694952-v											
katA!v	verb			01696729-v											
katA!v	verb			01702148-v											
kA_Ta!v	noun	0	noun	10244248-n											
kA_Ta!v	noun	0	noun	10541255-n	Reporter										
kA_Tava!H	noun	0	noun	06694296-n											
kA_Tava!H	noun	0	noun	06278749-n											
kate!f	noun	0	noun	05556473-n	Shoulder										
kato!m	noun	0	adjective	00379954-s											
katu!v	noun	0	beynoni	02292312-a											
kAtva!n	noun	0	noun	10754830-n											
kavA!c	verb	0	verb	01116721-v											
kavA!c	verb			01810472-v											
kavA!c	verb			01309802-v											
kavA!c	verb			00233707-v											
kavA!c	verb			00213649-v											
kavA!l	verb	0	verb	01291239-v											
kavA!l	verb			01303637-v											
kave!d	noun	0	adjective	01192305-a											
kave!d	noun	0	adjective	01188475-a											
kave!d	noun	0	adjective	00696469-s											
kave!d	noun	0	adjective	02126919-s						slang					
kavi!s	noun	0	adjective	02544282-a											
kavu!c	noun	0	adjective	01076782-s											
kavu!c	noun	0	beynoni	01628448-a											
kavu!l	noun	0	adjective	01068495-s											
kavu!l	noun	0	adjective	01062553-a											
kavu!l	noun	0	adjective	00254062-s											
kavu!y	noun	0	adjective	01655911-a											
kavW!d	noun	0	noun	04894076-n											
kavW!d	noun	0	noun		Respect										
kavW!d RAZmi!	noun	0	noun	04894076-n											
kA_wana!H	noun	0	noun	05991037-n											
kA_wana!H	noun	0	noun		Intention										
kA_wana!H	noun	0	noun	06613680-n											
kA_wE!nEt	noun	0	noun		Sight_(device)										
kA_wE!rEt	noun	0	noun	09241066-n	Beehive										
kAwra!n	noun	0	noun	09866163-n	Beekeeper										
kAwranu!t	noun	0	noun	00918116-n											
ka!x	fixed	0	adverb	00122019-r											
ka!xaH	fixed	0	adverb	00122019-r											
kA_yaQu!t	fixed	0	adverb	00197608-r											
kA_ya!s	noun	0	noun	10451671-n											
kA_yW!m	fixed	0	adverb	00049013-r											
kAzvani!	noun	0	adjective	02470951-a											
kE!cEf	noun	0	noun	05976844-n	Magic_(supernatural)										
kE!cEl	noun	0	noun	07333076-n											
ke!fEl	noun	0	noun	00873254-n	Multiplication										
kehE!H	noun	0	adjective	01225031-a											
kehu!t	noun	0	noun	04987119-n											
kE!lEv	noun	0	noun	02086723-n											
kE!lEv k3nARáni!	noun	0	noun		Canaan_Dog										
kE!lEv n3jI_ya!H	noun	0	noun	02111802-n											
kE!lEv naha!r	noun	0	noun	02447450-n											
kE!lEv ya!m	noun	0	noun	02078848-n											
ke!n	noun	0	adjective	02186899-a											
ke!n	noun	0	adjective	01225031-a											
ke!n	noun	0	adjective	01228516-s											
ke!n	fixed	0	adverb	00122019-r											
kE!nEs	noun	0	noun	08326016-n	Convention_(meeting)										
kE!nEs	noun	0	noun	08325427-n											
kenu!t	noun	0	noun	04878569-n											
kE!rAR	noun	0	noun	07663876-n											
kE!rEm	noun	0	noun	04543333-n	Vineyard										
kE!rEs	noun	0	noun	05563550-n											
kE!rEx	noun	0	noun	06425309-n	Volume_(bibliography)										
ke!s	noun	0	noun	04436510-n											
kE!sEf	noun	0	noun	13405730-n	Money										
kE!sEf	noun	0	noun	14679133-n											
kE!sEf	noun	0	noun	13271441-n											
kE!sEf	noun	0	noun	13406050-n											
kE!sEf	noun	0	noun	14679133-n											
kE!tEm	noun	0	noun	06807523-n											
kE!tEm	noun	0	noun	04702524-n	Stain										
kE!tEr	noun	0	noun	03143320-n	Crown_(heraldry)										
kE!tEr	noun	0	noun	03143740-n											
kE!vES	noun	0	noun	02414351-n	Ovis										
ke!Yf	noun	0	noun	04656618-n											
kI_ba!H	verb	0	verb	02767855-v											
kI_ba!H	verb			01513208-v											
kI_be!d	verb	0	verb	02462665-v											
kI_be!d	verb			00695834-v											
kI_be!d	verb			02242413-v											
kI_be!s	verb	0	verb	01538034-v											
kI_bu!c	noun	0	noun	00089847-n											
kI_bu!c	noun	0	noun	00161352-n											
kI_bu!c	noun	0	noun	01135427-n	Military_occupation										
kI_bu!c	noun	0	noun	00066036-n											
kI_bu!s	noun	0	noun		Laundry										
kI_calW!n	noun	0	noun	00067456-n											
kI_calW!n	noun	0	noun	07332364-n	Failure										
kI_calW!n	noun	0	noun	10292761-n											
kI_carW!n	noun	0	noun	05631825-n											
kI_ce!f	verb	0	verb	01810472-v											
kI_ce!f	verb			00779033-v											
kIcke!c	verb	0	verb	01902585-v											
kIcke!c	verb	0	verb	01902585-v											
kIcrWni!	noun	0	adjective	01122955-a											
kicW!r	noun	0	noun		Distaff										
kIdre!r	verb	0	verb	01407043-v											
kIdru!r	noun	0	noun	00479658-n											
kidW!n	noun	0	noun	03599335-n	Javelin										
ki!f	noun	0	noun		High_five										
kIf3fA!t QIgru!f	noun	0	noun	02888703-n											
kIfTe!r	verb	0	verb	01370565-v											
kIfTu!r	noun	0	noun												buttoning-noun
kifu!f	noun	0	noun	00406027-n											
kIfyW!n	noun	0	noun		Epilepsy										
kIhe!n	verb	0	verb	01097629-v											
kIjke!jÁ	verb	0	verb	00577305-v											
kIjku!jÁ	noun	0	noun	13499137-n											
kI_ka!r	noun	0	noun	04473168-n											
kI_ka!r	noun	0	noun	07699531-n											
kI_la!H	noun	0	noun		Mosquito_net										
kI_la!H	verb	0	verb	00471632-v											
kI_layW!n	noun	0	noun	07345428-n											
kIlke!l	verb	0	verb	02223876-v											
kIlQA!yIm	noun	0	noun	01329963-n											
kIlya!H	noun	0	noun	05340350-n	Kidney										
kIlya!H	noun	0	noun	05340350-n											
kI_me!t	verb	0	verb	00490773-v											
kI_me!t	verb			00493031-v											
ki!mi	noun	0	adjective	02703703-a											
ki!mi	noun	0	adjective	02703361-a											
kImRA!7	fixed	0	adverb	00073433-r											
kI_mu!t	noun	0	noun	01005512-n											
kimWtera!_pyaH	noun	0	noun	00663583-n											
kimWterA!_pyaH	noun	0	noun	00663583-n											
kI_na!H	noun	0	noun	02186509-n											
kI_na!H	verb	0	verb	01030649-v											
kI_na!H	verb			01032165-v											
kI_ne!s	verb	0	verb	02604140-v											
kI_nu!s	noun	0	noun	08326016-n	Convention_(meeting)										
kI_nu!y	noun	0	noun	06349063-n											
kI_nu!y jI_ba!H	noun	0	noun	06349063-n											
kI_nW!r	noun	0	noun	04544161-n	Violin										
kI_pa!H	noun	0	noun	04619383-n											
kI_pa!H	noun	0	noun	03225216-n	Dome										
kI_pA!t hA_camA!yIm	noun	0	noun	09459612-n											
kI_pA!t haraqi!RÁ	noun	0	noun	09459612-n											
kI_pe!r	verb	0	verb	02526175-v											
kI_pu!r	noun	0	noun	15210306-n											
kira!H	noun	0	noun	02926715-n											
kirA!t cA_ba!t	noun	0	noun					פלטת_שבת							
kirA!yIm	noun	0	noun	04337478-n											
kIRe!r	verb	0	verb	01552687-v											
kIrkara!H	noun	0	noun	02971932-n											
kIrse!m	verb	0	verb	01448216-v											
kIRu!r	noun	0	noun	04697545-n	Unattractiveness										
kIRu!r	noun	0	noun	04697545-n											
ki!s	noun	0	noun	03978882-n	Pocket										
ki!s	noun	0	noun	05524499-n											
ki!s	noun	0	noun	13377947-n											
kI_sa!H	verb	0	verb	00892737-v											
kI_sa!H	verb			00969130-v											
kI_sa!H	verb			02400336-v											
kI_sa!H	verb			02400142-v											
kI_sa!H	verb			02315654-v											
kI_sa!H	verb			02151539-v											
kI_sa!H	verb			01339317-v											
kI_sa!H	verb			01210571-v											
kI_se!jÁ	verb	0	verb	01322222-v											
kI_se!jÁ	verb			00826456-v											
kI_se!jÁ	verb			01399742-v											
kI_se!Q	noun	0	noun	03005231-n											
kI_se!Q GAlGA_li!m	noun	0	noun	04583288-n											
kI_se!Q mAlxu!t	noun	0	noun	04436510-n											
kI_se!Q nAdneda!H	noun	0	noun	04107063-n											
ki!s hA_mara!H	noun	0	noun	05392504-n	Gallbladder										
kIsle!w	fixed	0	properNoun		Kislev										
ki!s Qáwi!r	noun	0	noun	11443142-n											
kI_sufi!m	noun	0	noun	07501768-n											
kI_su!jÁ	noun	0	noun	05742326-n											
kI_su!y	noun	0	noun		Cover_(topology)										
kI_su!y	noun	0	noun	13365679-n											
kI_su!y	noun	0	noun	03127399-n											
kI_su!y	noun	0	noun	01051609-n											
kI_su!y ro!Nc	noun	0	noun	03507475-n											
kI_Ta!H	noun	0	noun		Squad										
kI_Ta!H	noun	0	noun	08255384-n											
kI_Ta!H	noun	0	noun	03042670-n											
kI_TA!t yWri!m	noun	0	noun	08441726-n	Execution_by_firing_squad										
kI_Te!f	verb	0	verb	01241923-v											
kI_Te!r	verb	0	verb	01129837-v											
kI_Te!v	verb	0	verb	00992844-v											
kI_Tu!r	noun	0	noun	00956197-n	Encirclement										
kI_Tu!r	noun	0	noun	00956197-n											
kI_Tu!v	noun	0	noun	06358261-n											
ki!v	noun	0	noun	14235091-n											
kIvca!n	noun	0	noun	03409359-n	Furnace										
kIvSa!H	noun	0	noun	02414645-n											
kIvSa!H c3jora!H	noun	0	noun		Black_sheep										
kIvSA!t hara!c	noun	0	noun					כבשת_הרש							
kI_we!n	verb	0	verb	01153576-v											
kI_we!n	verb	0	verb	00707283-v											
kI_we!n	verb			00296127-v											
kI_we!n	verb			00296959-v											
kI_we!n	verb			01935739-v											
kI_we!n	verb			01153576-v											
kI_we!n	verb			01153025-v											
kI_we!Z	verb	0	verb	00241924-v											
kI_we!Z	verb			01390440-v											
kIwne!n	verb	0	verb	00303544-v											
kIwne!n	verb			00296478-v											
kIwnu!n	noun	0	noun	01001729-n											
kI_wu!n	noun	0	noun	13849639-n	Body_relative_direction										
kI_wuni!	noun	0	adjective	02724710-a											
kIxe!v	verb	0	verb	01724857-v											
kI_ye!l	verb	0	verb	00296478-v											
kI_ye!l	verb			01592418-v											
kI_ye!s	verb	0	verb	02327226-v											
kI_yu!l	noun	0	noun	01001187-n											
kI_yu!l	noun	0	noun		Calibration										
kI_yu!s	noun	0	noun		Pickpocketing										
kI_ze!v	verb	0	verb	00856102-v											
klW!r	noun	0	noun	14658769-n											
klW!r	noun	0	noun	14658769-n	Chlorine										
klWrWfi!l	noun	0	noun	01400853-n											
klWrWfW!rm	noun	0	noun	03026089-n											
kna!fEH	noun	0	noun		Kanafeh										
ko!cEr	noun	0	noun		Physical_fitness										
ko!cEr	noun	0	noun	05624029-n											
ko!fEr	noun	0	noun	13305071-n											
ko!H	fixed	0	adverb	00122019-r											
ko!H	fixed	0	adverb	00147630-r											
ko!H	fixed	0	adverb	00122019-r											
ko!hAl	noun	0	noun	14732881-n	Alcohol										
kohe!n GadW!l	noun	0	noun		High_Priest_of_Israel										
ko!jÁ	noun	0	noun	05042508-n											
ko!jÁ	noun	0	noun	08215338-n											
ko!jÁ	noun	0	noun	11479041-n	Force										
kol yaxW!l	noun	0	adjective	01831904-s											
ko!mEr	noun	0	noun	10003102-n	Pastor										
ko!tEl	noun	0	noun	04554141-n											
kOtle!Y jázi!r	noun	0	noun	07686178-n											
ko!vEd	noun	0	noun	05034695-n											
kuci!	noun	0	adjective	00243558-a							dated				
kUfTa!H	noun	0	noun	07717938-n	Dumpling										
kUmTa!H	noun	0	noun	02834421-n	Beret										
ku!r	noun	0	noun	03839580-n											
ku!rDit	fixed	0	noun		Kurdish_languages										
ku!r hI_Tu!x	noun	0	noun	08616252-n		he_wiki talks about a process while ili talks about an environment		כור_היתוך							
kU!rkum	noun	0	noun	12376912-n											
kUrsa!H	noun	0	noun	03267635-n											
ku!s3kus	noun	0	noun	07717342-n											
kU!sbaraH	noun	0	noun	12957229-n											
kU_sE!mEt	noun	0	noun	12622255-n											
kUtna!H	noun	0	noun	14894229-n	Cotton										
kU_To!nEt	noun	0	noun	03830620-n											
kU_To!nEt lA!ylaH	noun	0	noun	03829921-n											
ku!x	noun	0	noun	08661223-n											
kWce!l	noun	0	adjective	02341445-a											
kWfe!f	noun	0	noun	05304002-n											
kWfe!f	verb	0	verb	01282617-v											
kWfe!f	verb			01283091-v											
kWfe!l	noun	0	noun	02341445-a											
kWfe!r	noun	0	noun	10185987-n											
kW!jÁ	noun	0	noun		Force										
kW!jÁ	noun	0	noun	05624029-n											
kW!jÁ GAvra!Q	noun	0	noun	14075210-n											
kW!jÁ hAhAtmada!H	noun	0	noun	11489163-n											
kW!jÁ hAhAtmada!H	noun	0	noun	05040073-n											
kW!jÁ hA_k3vida!H	noun	0	noun	11484542-n											
kW!jÁ hA_m3cixa!H	noun	0	noun	11484542-n											
kW!jÁ haRI_lu!y	noun	0	noun	11442391-n											
kWjani!	noun	0	adjective	01247720-s											
kW!jÁ q3nI_ya!H	noun	0	noun		Purchasing_power										
kW!jÁ Qada!m	noun	0	noun	08229268-n											
kW!jÁ RElyW!n	noun	0	noun	07329950-n											
kW!jÁ su!s	noun	0	noun	13666489-n	Horsepower										
kWjW!t hA_bI_7ajW!n	noun	0	noun	08215965-n											
kWjW!t mI_luQi!m	noun	0	noun	08223381-n	Military_reserve_force										
kWl3lani!	noun	0	adjective	00527630-a											
kWle!l	noun	0	adjective	00528239-s											
kWle!l	noun	0	adjective	00527630-a											
kWlEs7erW!l	noun	0	noun	15083111-n											
kWn3nu!t	noun	0	noun	14059525-n											
kWna!n	noun	0	noun	03247921-n											
kWnani!t	noun	0	noun	02874241-n	Bookcase										
kWna!n qaci!jÁ	noun	0	noun	03214387-n											
kWne!n	verb	0	verb	01650771-v											
kWnE!rEt	noun	0	noun	12407995-n	Viola										
kWne!s n3xasi!m	noun	0	noun	10285229-n											
kWQe!v	noun	0	adjective	01715524-a											
kWrE!H	noun	0	noun	10339454-n											
kWre!t	noun	0	noun	10809717-n											
kWre!t ReZi!m	noun	0	noun	10809717-n											
kWre!x	noun	0	noun	09885150-n											
kW!s	noun	0	noun	03152175-n	Cup										
kW!s	noun	0	noun	03443167-n											
kWta!r	noun	0	noun	06354890-n											
kWtE!fEt	noun	0	noun		Suspenders										
kWtE!rEt	noun	0	noun		Capital_(architecture)										
kWtE!rEt	noun	0	noun	06355831-n											
kWtE!rEt mIcnE!H	noun	0	noun	06358407-n											
kWte!v	noun	0	noun	10813654-n											
kWv3Ra!n	noun	0	noun	10181947-n											
kWvA!R	noun	0	noun	03502782-n	Hat										
kWvA!R 7E!mbEl	noun	0	noun		Tembel_hat			כובע_טמבל							
kWvA!R GE!rEv	noun	0	noun		Knit_cap										
kWvA!R hA_nazi!r	noun	0	noun	12740444-n											
kWvA!R mIZjI_ya!H	noun	0	noun	02802482-n											
kWvaRW!n	noun	0	noun	03092620-n											
kWve!c	noun	0	adjective	00168015-s											
kWve!c	noun	0	noun	09976057-n											
kWve!l	noun	0	adjective	02011119-s											
kWve!s	noun	0	beynoni	10788752-n											
kWxa!v	noun	0	noun	10183316-n											
kWxa!v	noun	0	noun	13904301-n	Star_polygon										
kWxa!v	noun	0	noun	09467687-n											
kWxa!v	noun	0	noun	09467004-n											
kWxa!v	noun	0	noun	10668135-n											
kWxa!v	noun	0	noun	06841439-n											
kWxA!v cavi!7	noun	0	noun	09274313-n											
kWxA!v cE!vEt	noun	0	noun											https://he.wiktionary.org/wiki/%D7%9B%D7%95%D7%9B%D7%91_%D7%A9%D7%91%D7%AA	fixed_star-noun
kWxA!v hA_ZafW!n	noun	0	noun		Polaris										
kWxavi!	noun	0	adjective	02307118-a											
kWxavi!	noun	0	adjective	02813799-a											
kWxavi!t	noun	0	noun	06841439-n	Asterisk										
kWxA!v jA_ma!H	fixed	0	properNoun		Mercury_(planet)										
kWxA!v lE!xEt	noun	0	noun	09417539-n	Planet										
kWxa!v RWlE!H	noun	0	noun												rising_star-noun
kWxA!v ya!m	noun	0	noun	02319987-n											
kWze!v	noun	0	adjective	01226630-s											
l37aQa!H	noun	0	noun		Lacerta_(genus)										
l37ifa!H	noun	0	noun	00145598-n											
l3cA!d	noun	0	noun		Sap										
l3ca!m	fixed	0	adverb	00110073-r											
l3cWnA!Ny	noun	0	noun	10284134-n											
l3cWni!	noun	0	adjective	02853330-a											
l3cW!n yA_baca!H	noun	0	noun		Headland										
l3fani!m	fixed	0	adverb	00119861-r											
l3fE!tAR	fixed	0	adverb	00062215-r											
l3gAmre!Y	fixed	0	adverb	00008423-r											
l3gima!H	noun	0	noun	00845155-n											
l3hA_la!n	fixed	0	adverb	00357692-r											
l3hE!fEx	fixed	0	adverb												the_other_way_round-adv-PEUBcYiG
l3hE!fEx	fixed	0	adverb												on_the_contrary-prep_phrase
l3hi7u!t	noun	0	noun	07570749-n											
l3hItraQW!t	fixed	0	interjection	06642117-n											
l3ji!	noun	0	noun		Cheek										
l3jica!H	noun	0	noun		Whispering										
l3jima!H	noun	0	noun		Combat										
l3jI_na!m	fixed	0	adverb	00168943-r											
l3jiZA!t ya!d	noun	0	noun	06644604-n	Handshake										
l3jiZA!t yadA!yIm	noun	0	noun	06644604-n											
l3ju!d	fixed	0	adverb	00208995-r											
l3mA!_7aH	fixed	0	adverb	00096639-r											
l3mA!_7aH	fixed	0	adverb	00095870-r											
l3mA_DA!y	fixed	0	adverb	00019243-r											
l3mARáSE!H	fixed	0	adverb	00150196-r											
l3mA!RlaH	fixed	0	adverb	00096883-r											
l3mA!RlaH	fixed	0	adverb	00096883-r											
l3mA!RlaH	fixed	0	adverb	00097561-r											
l3mArQi!t RA!yIn	fixed	0	adverb	00040353-r											
l3mAxbi!r	fixed	0	adverb	00215852-r											
l3mIcRi!	fixed	0	adverb	00286876-r							fossil				
l3mida!H	noun	0	noun		Learning										
l3mWfe!t	fixed	0	adverb	02596887-s											
l3ne!ZAj n3Zaji!m	fixed	0	adverb	00088030-r											
l3QA!7	fixed	0	adverb	00162829-r											
l3QajW!r	fixed	0	adverb	00074673-r											
l3QAlTA!r	fixed	0	adverb	00049277-r											
l3Qe!Yn cIRu!r	fixed	0	adverb	00399919-r											
l3Qe!Yn Ráro!x	fixed	0	adverb	00399919-r											
l3Qo!m	noun	0	noun		Nation										
l3QU_ma!n	noun	0	noun	09931307-n											
l3QU_mani!	noun	0	adjective	01572485-s											
l3QU_manu!t	noun	0	noun	05973889-n											
l3QU_manu!t	noun	0	noun	05973889-n											
l3QU_mi!	noun	0	adjective	02999528-a											
l3QU_mi!	noun	0	adjective	01109533-a											
l3QU_mI_yu!t	noun	0	noun		Nationalism										
l3QU_mI_yu!t	noun	0	noun	04885296-n											
l3Re_la!Q	fixed	0	adverb	00010112-r											
l3Re!rEx	fixed	0	adverb	00007414-r											
l3Re!t RA_Ta!H	fixed	0	adverb	00054865-r											
l3RI_Ti!m	fixed	0	adverb	00021667-r											
l3RI_Ti!m q3rWvW!t	fixed	0	adverb	00035445-r											
l3RI_Ti!m r3jWqW!t	fixed	0	adverb	00035772-r											
l3ro!RÁ hA_mA_za!l	fixed	0	adverb	00043179-r											
l3RWl3me!Y RA!d	fixed	0	adverb	00088030-r											
l3RWla!m	fixed	0	adverb	00088030-r											
l3RWla!m waRE!d	fixed	0	adverb	00088030-r											
